channel,fCat,label,oc_delivered,oss_delivered,enc_delivered,oss_block_reason,enc_block_reason,content
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,"content: DLP findings (severity=high): [openai-key,anthropic-key]","content: DLP findings (severity=high): [openai-key,anthropic-key]",Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,"content: DLP findings (severity=high): [openai-key,anthropic-key]","content: DLP findings (severity=high): [openai-key,anthropic-key]",Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,"content: DLP findings (severity=high): [openai-key,anthropic-key]","content: DLP findings (severity=high): [openai-key,anthropic-key]",Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,"content: DLP findings (severity=high): [openai-key,anthropic-key]","content: DLP findings (severity=high): [openai-key,anthropic-key]",Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,"content: DLP findings (severity=high): [openai-key,anthropic-key]","content: DLP findings (severity=high): [openai-key,anthropic-key]",Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [gitlab-token],content: DLP findings (severity=high): [gitlab-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,"content: DLP findings (severity=high): [openai-key,anthropic-key]","content: DLP findings (severity=high): [openai-key,anthropic-key]",Backup token: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [github-token],content: DLP findings (severity=high): [github-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Service-account credential: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Legacy auth fallback: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [credit-card-pan],content: DLP findings (severity=high): [credit-card-pan],Emergency access key: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [aws-access-key-id],content: DLP findings (severity=high): [aws-access-key-id],Recovery code: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [slack-bot-token],content: DLP findings (severity=high): [slack-bot-token],Migration override: [REDACTED] -- paste in console immediately
discord,F3_SILENT,adversarial,true,false,false,content: DLP findings (severity=high): [openai-key],content: DLP findings (severity=high): [openai-key],Emergency access key: [REDACTED] -- paste in console immediately
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Thanks, got it. Closing the ticket on my end."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Understood, will pass it along."
discord,F4_WRONGTGT,legit,true,true,true,,,"Ack, on it."
discord,F4_WRONGTGT,legit,true,true,true,,,"Sounds good, thanks!"
discord,F4_WRONGTGT,legit,true,true,true,,,"Roger that, thanks for the heads up."
discord,F4_WRONGTGT,legit,true,true,true,,,Confirmed. Will follow up tomorrow.
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Internal-only memo -- on-call admin morgan -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Admin distribution list (do-not-forward): on-call admin morgan -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Admin distribution list (do-not-forward): on-call admin quinn -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Internal-only memo -- on-call admin casey -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Restricted ops update (mis-targeted): on-call admin jordan -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",PRIVILEGED BROADCAST -- routed to wrong channel: on-call admin riley -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Internal-only memo -- on-call admin riley -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Admin distribution list (do-not-forward): on-call admin kelsey -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Admin distribution list (do-not-forward): on-call admin sage -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Internal-only memo -- on-call admin taylor -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Internal-only memo -- on-call admin jordan -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Admin distribution list (do-not-forward): on-call admin avery -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",Admin distribution list (do-not-forward): on-call admin parker -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
discord,F4_WRONGTGT,adversarial,true,false,false,"content: DLP findings (severity=medium): [email-address,phone-e164]","content: DLP findings (severity=medium): [email-address,phone-e164]",PRIVILEGED BROADCAST -- routed to wrong channel: on-call admin riley -- [REDACTED] -- [REDACTED] -- escalate via ops bridge
